        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , GPU Chip Power Draw [W] , CPU Temperature [°C] ,
2025-02-05 03:25:40 ,        1125.0   ,           1375.2   ,               60.3   ,        73.8   ,                   0.0   ,               81.0   ,
2025-02-05 03:25:41 ,        1125.0   ,           1375.2   ,               60.7   ,        74.3   ,                   0.0   ,               89.0   ,
2025-02-05 03:25:42 ,        1200.0   ,           1375.2   ,               61.3   ,        75.1   ,                   0.0   ,               81.0   ,
2025-02-05 03:25:43 ,        1155.0   ,           1375.2   ,               61.5   ,        74.9   ,                   0.0   ,               85.0   ,
2025-02-05 03:25:44 ,        1140.0   ,           1375.2   ,               61.5   ,        74.9   ,                   0.0   ,               80.0   ,
2025-02-05 03:25:45 ,        1140.0   ,           1375.2   ,               61.7   ,        75.0   ,                   0.0   ,               81.0   ,
2025-02-05 03:25:46 ,        1110.0   ,           1375.2   ,               61.9   ,        75.3   ,                   0.0   ,               79.0   ,
2025-02-05 03:25:47 ,        1155.0   ,           1375.2   ,               62.3   ,        75.8   ,                   0.0   ,               84.0   ,
2025-02-05 03:25:48 ,        1035.0   ,           1375.2   ,               61.9   ,        75.1   ,                   0.0   ,               82.0   ,
2025-02-05 03:25:49 ,        1080.0   ,           1375.2   ,               62.3   ,        75.6   ,                   0.0   ,               85.0   ,
2025-02-05 03:25:50 ,        1095.0   ,           1375.2   ,               62.3   ,        75.5   ,                   0.0   ,               82.0   ,
